"state_fips","state_long","state_lat","state_group","state_order","census_region","census_number"
1,-88.430305480957,31.123067855835,1,68,"South",3
1,-88.4532241821289,31.432466506958,1,69,"South",3
1,-88.4646835327148,31.6960258483887,1,70,"South",3
1,-88.4761428833008,31.8908290863037,1,71,"South",3
1,-88.430305480957,32.22314453125,1,72,"South",3
1,-88.430305480957,32.3090896606445,1,73,"South",3
1,-88.3902053833008,32.5783805847168,1,74,"South",3
1,-88.35009765625,32.9221534729004,1,75,"South",3
1,-88.3386306762695,32.985179901123,1,76,"South",3
1,-88.2985305786133,33.2831192016602,1,77,"South",3
1,-88.2756042480469,33.5294914245605,1,78,"South",3
1,-88.2526931762695,33.7357559204102,1,79,"South",3
1,-88.2068557739258,34.0623397827148,1,80,"South",3
1,-88.2068557739258,34.0795288085938,1,81,"South",3
1,-88.1839370727539,34.3144416809082,1,82,"South",3
1,-88.166748046875,34.4634094238281,1,83,"South",3
1,-88.1495513916016,34.5837326049805,1,84,"South",3
1,-88.1094436645508,34.8988571166992,1,85,"South",3
1,-88.1323699951172,34.9045906066895,1,86,"South",3
1,-88.166748046875,34.9504280090332,1,87,"South",3
1,-88.1896591186523,34.996265411377,1,88,"South",3
1,-88.1839370727539,35.0134506225586,1,89,"South",3
1,-87.989128112793,35.0134506225586,1,90,"South",3
1,-87.6052474975586,35.0077209472656,1,91,"South",3
1,-87.2270965576172,35.0019912719727,1,92,"South",3
1,-87.2041702270508,35.0019912719727,1,93,"South",3
1,-86.8260269165039,34.996265411377,1,94,"South",3
1,-86.7801895141602,34.9905319213867,1,95,"South",3
1,-86.3103637695312,34.9905319213867,1,96,"South",3
1,-85.8519973754883,34.9848022460938,1,97,"South",3
1,-85.6113510131836,34.9790725708008,1,98,"South",3
1,-85.5884399414062,34.8415641784668,1,99,"South",3
1,-85.5426025390625,34.6181106567383,1,100,"South",3
1,-85.5254058837891,34.5837326049805,1,101,"South",3
1,-85.4681167602539,34.2628746032715,1,102,"South",3
1,-85.4280090332031,34.0795288085938,1,103,"South",3
1,-85.4050903320312,33.9592094421387,1,104,"South",3
1,-85.3936309814453,33.907642364502,1,105,"South",3
1,-85.3477935791016,33.6612701416016,1,106,"South",3
1,-85.3134155273438,33.4951095581055,1,107,"South",3
1,-85.2962265014648,33.4320907592773,1,108,"South",3
1,-85.2446594238281,33.1169624328613,1,109,"South",3
1,-85.2389297485352,33.1054992675781,1,110,"South",3
1,-85.1930923461914,32.8705902099609,1,111,"South",3
1,-85.1930923461914,32.8591270446777,1,112,"South",3
1,-85.1701812744141,32.8419418334961,1,113,"South",3
1,-85.1472549438477,32.7903747558594,1,114,"South",3
1,-85.1300735473633,32.7674560546875,1,115,"South",3
1,-85.1300735473633,32.7502670288086,1,116,"South",3
1,-85.1243438720703,32.733081817627,1,117,"South",3
1,-85.1014175415039,32.67578125,1,118,"South",3
1,-85.1014175415039,32.6356735229492,1,119,"South",3
1,-85.0670394897461,32.6070289611816,1,120,"South",3
1,-85.0498580932617,32.5554618835449,1,121,"South",3
1,-85.0097503662109,32.5268173217773,1,122,"South",3
1,-84.9868316650391,32.4981651306152,1,123,"South",3
1,-84.992561340332,32.4695167541504,1,124,"South",3
1,-84.9753723144531,32.4236831665039,1,125,"South",3
1,-84.9810943603516,32.3778457641602,1,126,"South",3
1,-85.004020690918,32.3377380371094,1,127,"South",3
1,-84.9753723144531,32.3090896606445,1,128,"South",3
1,-84.9238052368164,32.2804412841797,1,129,"South",3
1,-84.9008865356445,32.2517929077148,1,130,"South",3
1,-84.9295349121094,32.2346076965332,1,131,"South",3
1,-84.9524536132812,32.228874206543,1,132,"South",3
1,-84.9696426391602,32.2002258300781,1,133,"South",3
1,-84.992561340332,32.1830368041992,1,134,"South",3
1,-85.0498580932617,32.1601181030273,1,135,"South",3
1,-85.0613098144531,32.1200141906738,1,136,"South",3
1,-85.0613098144531,32.1028251647949,1,137,"South",3
1,-85.0613098144531,32.085636138916,1,138,"South",3
1,-85.0613098144531,32.0627174377441,1,139,"South",3
1,-85.0613098144531,32.0283432006836,1,140,"South",3
1,-85.0613098144531,31.9939613342285,1,141,"South",3
1,-85.0785064697266,31.9595851898193,1,142,"South",3
1,-85.1071472167969,31.9366664886475,1,143,"South",3
1,-85.1415252685547,31.8679141998291,1,144,"South",3
1,-85.1358032226562,31.7876968383789,1,145,"South",3
1,-85.1358032226562,31.7762393951416,1,146,"South",3
1,-85.1300735473633,31.7304019927979,1,147,"South",3
1,-85.1186065673828,31.6845645904541,1,148,"South",3
1,-85.0785064697266,31.6158123016357,1,149,"South",3
1,-85.0613098144531,31.5585174560547,1,150,"South",3
1,-85.0613098144531,31.5241374969482,1,151,"South",3
1,-85.0842361450195,31.4783000946045,1,152,"South",3
1,-85.0842361450195,31.4439239501953,1,153,"South",3
1,-85.0956954956055,31.4095478057861,1,154,"South",3
1,-85.0956954956055,31.3407917022705,1,155,"South",3
1,-85.1014175415039,31.3006839752197,1,156,"South",3
1,-85.1243438720703,31.2834949493408,1,157,"South",3
1,-85.1243438720703,31.254846572876,1,158,"South",3
1,-85.1128768920898,31.1918201446533,1,159,"South",3
1,-85.1128768920898,31.174633026123,1,160,"South",3
1,-85.0899658203125,31.1402568817139,1,161,"South",3
1,-85.0441284179688,31.1116065979004,1,162,"South",3
1,-85.0383987426758,31.0944194793701,1,163,"South",3
1,-85.0326690673828,31.0772304534912,1,164,"South",3
1,-85.0326690673828,31.0371246337891,1,165,"South",3
1,-85.0154800415039,31.0027484893799,1,166,"South",3
1,-85.0154800415039,30.9970169067383,1,167,"South",3
1,-85.4967651367188,31.0084743499756,1,168,"South",3
1,-85.5196762084961,31.0084743499756,1,169,"South",3
1,-86.0467987060547,31.0084743499756,1,170,"South",3
1,-86.2014999389648,31.0084743499756,1,171,"South",3
1,-86.3905715942383,31.0084743499756,1,172,"South",3
1,-86.705696105957,31.0084743499756,1,173,"South",3
1,-86.7973709106445,31.0084743499756,1,174,"South",3
1,-87.1812591552734,31.0084743499756,1,175,"South",3
1,-87.6052474975586,31.0084743499756,1,176,"South",3
1,-87.6052474975586,30.9569110870361,1,177,"South",3
1,-87.610969543457,30.9339923858643,1,178,"South",3
1,-87.6338958740234,30.8996162414551,1,179,"South",3
1,-87.6396255493164,30.8766975402832,1,180,"South",3
1,-87.6338958740234,30.8595085144043,1,181,"South",3
1,-87.610969543457,30.8423175811768,1,182,"South",3
1,-87.5479507446289,30.7735633850098,1,183,"South",3
1,-87.4906539916992,30.721996307373,1,184,"South",3
1,-87.4620056152344,30.7105388641357,1,185,"South",3
1,-87.4505462646484,30.6990776062012,1,186,"South",3
1,-87.4218978881836,30.6761589050293,1,187,"South",3
1,-87.4104385375977,30.6475124359131,1,188,"South",3
1,-87.4104385375977,30.6188640594482,1,189,"South",3
1,-87.4333572387695,30.5844879150391,1,190,"South",3
1,-87.4620056152344,30.5443801879883,1,191,"South",3
1,-87.4677352905273,30.527193069458,1,192,"South",3
1,-87.4620056152344,30.5100040435791,1,193,"South",3
1,-87.44482421875,30.4928131103516,1,194,"South",3
1,-87.3989868164062,30.4584369659424,1,195,"South",3
1,-87.3932571411133,30.4469795227051,1,196,"South",3
1,-87.4047164916992,30.4297866821289,1,197,"South",3
1,-87.4218978881836,30.4297866821289,1,198,"South",3
1,-87.439094543457,30.4240608215332,1,199,"South",3
1,-87.439094543457,30.4183292388916,1,200,"South",3
1,-87.4505462646484,30.4011421203613,1,201,"South",3
1,-87.4620056152344,30.3896808624268,1,202,"South",3
4,-114.637390136719,35.0191802978516,2,204,"West",4
4,-114.643127441406,35.1051216125488,2,205,"West",4
4,-114.603019714355,35.1223106384277,2,206,"West",4
4,-114.574363708496,35.1796112060547,2,207,"West",4
4,-114.585830688477,35.2369041442871,2,208,"West",4
4,-114.597282409668,35.2827415466309,2,209,"West",4
4,-114.608741760254,35.3572273254395,2,210,"West",4
4,-114.625938415527,35.4087905883789,2,211,"West",4
4,-114.666046142578,35.4546279907227,2,212,"West",4
4,-114.660308837891,35.5004653930664,2,213,"West",4
4,-114.666046142578,35.5405731201172,2,214,"West",4
4,-114.671775817871,35.6093292236328,2,215,"West",4
4,-114.683235168457,35.6666221618652,2,216,"West",4
4,-114.700416564941,35.712459564209,2,217,"West",4
4,-114.700416564941,35.7926750183105,2,218,"West",4
4,-114.688957214355,35.8843460083008,2,219,"West",4
4,-114.711875915527,35.9129943847656,2,220,"West",4
4,-114.734802246094,35.9588317871094,2,221,"West",4
4,-114.734802246094,36.0161285400391,2,222,"West",4
4,-114.757713317871,36.0619659423828,2,223,"West",4
4,-114.734802246094,36.1078033447266,2,224,"West",4
4,-114.700416564941,36.1192588806152,2,225,"West",4
4,-114.643127441406,36.1421775817871,2,226,"West",4
4,-114.557182312012,36.153636932373,2,227,"West",4
4,-114.488426208496,36.1364479064941,2,228,"West",4
4,-114.396751403809,36.1364479064941,2,229,"West",4
4,-114.327995300293,36.1135292053223,2,230,"West",4
4,-114.310813903809,36.0447769165039,2,231,"West",4
4,-114.264976501465,36.0275840759277,2,232,"West",4
4,-114.201942443848,36.021858215332,2,233,"West",4
4,-114.13892364502,36.0390472412109,2,234,"West",4
4,-114.116004943848,36.0963401794434,2,235,"West",4
4,-114.08162689209,36.1364479064941,2,236,"West",4
4,-114.052978515625,36.2109336853027,2,237,"West",4
4,-114.047248840332,36.8411865234375,2,238,"West",4
4,-114.041519165039,36.9958839416504,2,239,"West",4
4,-113.823799133301,36.9958839416504,2,240,"West",4
4,-113.537322998047,37.0016136169434,2,241,"West",4
4,-113.279487609863,37.0016136169434,2,242,"West",4
4,-113.004470825195,37.0016136169434,2,243,"West",4
4,-112.907066345215,36.9958839416504,2,244,"West",4
4,-112.729446411133,37.0016136169434,2,245,"West",4
4,-112.540374755859,36.9958839416504,2,246,"West",4
4,-112.414321899414,36.9958839416504,2,247,"West",4
4,-112.208053588867,36.9958839416504,2,248,"West",4
4,-111.950225830078,37.0016136169434,2,249,"West",4
4,-111.686668395996,37.0016136169434,2,250,"West",4
4,-111.411643981934,37.0016136169434,2,251,"West",4
4,-111.319969177246,37.0016136169434,2,252,"West",4
4,-111.25121307373,36.9958839416504,2,253,"West",4
4,-111.125160217285,36.9958839416504,2,254,"West",4
4,-110.844413757324,37.0016136169434,2,255,"West",4
4,-110.75846862793,36.9958839416504,2,256,"West",4
4,-110.683990478516,36.9958839416504,2,257,"West",4
4,-110.546478271484,36.9958839416504,2,258,"West",4
4,-110.30583190918,37.0016136169434,2,259,"West",4
4,-110.088104248047,37.0016136169434,2,260,"West",4
4,-110.00789642334,37.0016136169434,2,261,"West",4
4,-109.933410644531,36.9958839416504,2,262,"West",4
4,-109.715682983398,36.9958839416504,2,263,"West",4
4,-109.41202545166,36.9958839416504,2,264,"West",4
4,-109.148460388184,36.9958839416504,2,265,"West",4
4,-109.039596557617,36.9958839416504,2,266,"West",4
4,-109.04532623291,35.9989395141602,2,267,"West",4
4,-109.051063537598,34.9504280090332,2,268,"West",4
4,-109.051063537598,34.5722732543945,2,269,"West",4
4,-109.056785583496,33.7758636474609,2,270,"West",4
4,-109.051063537598,33.2029037475586,2,271,"West",4
4,-109.056785583496,32.7789154052734,2,272,"West",4
4,-109.056785583496,32.4236831665039,2,273,"West",4
4,-109.056785583496,31.3522510528564,2,274,"West",4
4,-109.234405517578,31.3522510528564,2,275,"West",4
4,-109.624015808105,31.3465213775635,2,276,"West",4
4,-109.996437072754,31.3522510528564,2,277,"West",4
4,-110.351669311523,31.3522510528564,2,278,"West",4
4,-110.477722167969,31.3522510528564,2,279,"West",4
4,-110.632415771484,31.3522510528564,2,280,"West",4
4,-110.987655639648,31.3465213775635,2,281,"West",4
4,-111.119430541992,31.3579788208008,2,282,"West",4
4,-111.297050476074,31.4152774810791,2,283,"West",4
4,-111.388725280762,31.4439239501953,2,284,"West",4
4,-111.629364013672,31.5184097290039,2,285,"West",4
4,-112.036163330078,31.6501884460449,2,286,"West",4
4,-112.32837677002,31.7418632507324,2,287,"West",4
4,-112.66641998291,31.8392658233643,2,288,"West",4
4,-112.929977416992,31.9252090454102,2,289,"West",4
4,-113.187812805176,32.0054244995117,2,290,"West",4
4,-113.348236083984,32.0569877624512,2,291,"West",4
4,-113.468559265137,32.097095489502,2,292,"West",4
4,-113.743583679199,32.1887702941895,2,293,"West",4
4,-114.035797119141,32.2747116088867,2,294,"West",4
4,-114.316543579102,32.3606567382812,2,295,"West",4
4,-114.700416564941,32.4809799194336,2,296,"West",4
4,-114.809280395508,32.5153541564941,2,297,"West",4
4,-114.797813415527,32.5783805847168,2,298,"West",4
4,-114.769172668457,32.6700553894043,2,299,"West",4
4,-114.734802246094,32.733081817627,2,300,"West",4
4,-114.688957214355,32.7445373535156,2,301,"West",4
4,-114.654586791992,32.7388076782227,2,302,"West",4
4,-114.59156036377,32.7388076782227,2,303,"West",4
4,-114.551452636719,32.7617263793945,2,304,"West",4
4,-114.522804260254,32.8247528076172,2,305,"West",4
4,-114.47696685791,32.8763198852539,2,306,"West",4
4,-114.47696685791,32.9336166381836,2,307,"West",4
4,-114.482696533203,32.996639251709,2,308,"West",4
4,-114.539993286133,33.0424728393555,2,309,"West",4
4,-114.660308837891,33.0539360046387,2,310,"West",4
4,-114.700416564941,33.0825843811035,2,311,"West",4
4,-114.711875915527,33.134147644043,2,312,"West",4
4,-114.688957214355,33.2659301757812,2,313,"West",4
4,-114.740524291992,33.3117637634277,2,314,"West",4
4,-114.71760559082,33.3576011657715,2,315,"West",4
4,-114.729064941406,33.4034385681152,2,316,"West",4
4,-114.688957214355,33.4320907592773,2,317,"West",4
4,-114.648849487305,33.455005645752,2,318,"West",4
4,-114.637390136719,33.4836540222168,2,319,"West",4
4,-114.608741760254,33.5008430480957,2,320,"West",4
4,-114.62020111084,33.5294914245605,2,321,"West",4
4,-114.568641662598,33.5466804504395,2,322,"West",4
4,-114.557182312012,33.5753288269043,2,323,"West",4
4,-114.528533935547,33.6326217651367,2,324,"West",4
4,-114.539993286133,33.6956481933594,2,325,"West",4
4,-114.522804260254,33.7300262451172,2,326,"West",4
4,-114.539993286133,33.7815933227539,2,327,"West",4
4,-114.539993286133,33.9248313903809,2,328,"West",4
4,-114.517074584961,33.9649391174316,2,329,"West",4
4,-114.454048156738,33.9993171691895,2,330,"West",4
4,-114.471237182617,34.0165023803711,2,331,"West",4
4,-114.448318481445,34.039421081543,2,332,"West",4
4,-114.41967010498,34.0795288085938,2,333,"West",4
4,-114.396751403809,34.1139068603516,2,334,"West",4
4,-114.299346923828,34.1540107727051,2,335,"West",4
4,-114.230598449707,34.1998481750488,2,336,"West",4
4,-114.190490722656,34.2456855773926,2,337,"West",4
4,-114.133193969727,34.2628746032715,2,338,"West",4
4,-114.13892364502,34.2972526550293,2,339,"West",4
4,-114.16756439209,34.3373603820801,2,340,"West",4
4,-114.287887573242,34.4233016967773,2,341,"West",4
4,-114.373832702637,34.4691390991211,2,342,"West",4
4,-114.402488708496,34.5894622802734,2,343,"West",4
4,-114.41967010498,34.6123809814453,2,344,"West",4
4,-114.448318481445,34.7097816467285,2,345,"West",4
4,-114.574363708496,34.807186126709,2,346,"West",4
4,-114.551452636719,34.8358345031738,2,347,"West",4
4,-114.545722961426,34.8472938537598,2,348,"West",4
4,-114.568641662598,34.8644828796387,2,349,"West",4
4,-114.608741760254,34.8874015808105,2,350,"West",4
4,-114.63166809082,34.9618835449219,2,351,"West",4
4,-114.637390136719,35.0191802978516,2,352,"West",4
5,-94.051025390625,33.0367469787598,3,354,"South",3
5,-94.051025390625,33.3003082275391,3,355,"South",3
5,-94.056755065918,33.5753288269043,3,356,"South",3
5,-94.0796661376953,33.586784362793,3,357,"South",3
5,-94.0911254882812,33.5982437133789,3,358,"South",3
5,-94.1197738647461,33.5925178527832,3,359,"South",3
5,-94.1484298706055,33.586784362793,3,360,"South",3
5,-94.1541595458984,33.586784362793,3,361,"South",3
5,-94.1885375976562,33.6097030639648,3,362,"South",3
5,-94.2057189941406,33.6154365539551,3,363,"South",3
5,-94.2229080200195,33.6097030639648,3,364,"South",3
5,-94.2286376953125,33.5982437133789,3,365,"South",3
5,-94.2400970458984,33.5753288269043,3,366,"South",3
5,-94.2630157470703,33.586784362793,3,367,"South",3
5,-94.2802047729492,33.586784362793,3,368,"South",3
5,-94.2973937988281,33.5753288269043,3,369,"South",3
5,-94.3088531494141,33.5695991516113,3,370,"South",3
5,-94.3661499023438,33.5753288269043,3,371,"South",3
5,-94.4005279541016,33.5695991516113,3,372,"South",3
5,-94.40625,33.5753288269043,3,373,"South",3
5,-94.4234466552734,33.5982437133789,3,374,"South",3
5,-94.4520874023438,33.5982437133789,3,375,"South",3
5,-94.4635543823242,33.6154365539551,3,376,"South",3
5,-94.4750137329102,33.6326217651367,3,377,"South",3
5,-94.4807434082031,33.6555404663086,3,378,"South",3
5,-94.4979248046875,33.6669998168945,3,379,"South",3
5,-94.4921951293945,33.6784591674805,3,380,"South",3
5,-94.4921951293945,33.9649391174316,3,381,"South",3
5,-94.4864654541016,34.211311340332,3,382,"South",3
5,-94.4807434082031,34.5321655273438,3,383,"South",3
5,-94.4692840576172,34.7498931884766,3,384,"South",3
5,-94.4578247070312,34.9848022460938,3,385,"South",3
5,-94.4406356811523,35.397331237793,3,386,"South",3
5,-94.4463577270508,35.4431686401367,3,387,"South",3
5,-94.4807434082031,35.6551666259766,3,388,"South",3
5,-94.503662109375,35.7640266418457,3,389,"South",3
5,-94.5609588623047,36.1135292053223,3,390,"South",3
5,-94.5724105834961,36.1765556335449,3,391,"South",3
5,-94.6239776611328,36.5088691711426,3,392,"South",3
5,-94.0853958129883,36.5031394958496,3,393,"South",3
5,-94.0796661376953,36.4974136352539,3,394,"South",3
5,-93.8905944824219,36.5031394958496,3,395,"South",3
5,-93.873405456543,36.4974136352539,3,396,"South",3
5,-93.598388671875,36.5031394958496,3,397,"South",3
5,-93.5926513671875,36.4974136352539,3,398,"South",3
5,-93.3348236083984,36.5031394958496,3,399,"South",3
5,-93.3233642578125,36.4974136352539,3,400,"South",3
5,-93.3061752319336,36.5031394958496,3,401,"South",3
5,-93.3004455566406,36.4974136352539,3,402,"South",3
5,-92.8478088378906,36.5031394958496,3,403,"South",3
5,-92.8420791625977,36.5031394958496,3,404,"South",3
5,-92.773323059082,36.5031394958496,3,405,"South",3
5,-92.7675933837891,36.5031394958496,3,406,"South",3
5,-92.5498733520508,36.5031394958496,3,407,"South",3
5,-92.1602630615234,36.4974136352539,3,408,"South",3
5,-92.1316146850586,36.4974136352539,3,409,"South",3
5,-91.6732482910156,36.5031394958496,3,410,"South",3
5,-91.4669799804688,36.4974136352539,3,411,"South",3
5,-91.4612503051758,36.4974136352539,3,412,"South",3
5,-91.421142578125,36.4974136352539,3,413,"South",3
5,-91.415412902832,36.5031394958496,3,414,"South",3
5,-91.146125793457,36.5031394958496,3,415,"South",3
5,-90.7908935546875,36.5031394958496,3,416,"South",3
5,-90.5731735229492,36.5088691711426,3,417,"South",3
5,-90.2236633300781,36.5088691711426,3,418,"South",3
5,-90.1720962524414,36.5031394958496,3,419,"South",3
5,-90.1377182006836,36.474494934082,3,420,"South",3
5,-90.1262588500977,36.4057388305664,3,421,"South",3
5,-90.1033401489258,36.4000091552734,3,422,"South",3
5,-90.0689697265625,36.3885498046875,3,423,"South",3
5,-90.0689697265625,36.3484420776367,3,424,"South",3
5,-90.0918807983398,36.2854156494141,3,425,"South",3
5,-90.1205368041992,36.2739562988281,3,426,"South",3
5,-90.1377182006836,36.2166595458984,3,427,"South",3
5,-90.1892852783203,36.1994743347168,3,428,"South",3
5,-90.1892852783203,36.1765556335449,3,429,"South",3
5,-90.2637710571289,36.1307182312012,3,430,"South",3
5,-90.3783645629883,36.0046691894531,3,431,"South",3
5,-90.3840942382812,36.0046691894531,3,432,"South",3
5,-90.2981491088867,35.9989395141602,3,433,"South",3
5,-89.971565246582,35.9989395141602,3,434,"South",3
5,-89.9658279418945,36.0046691894531,3,435,"South",3
5,-89.7939453125,36.0046691894531,3,436,"South",3
5,-89.7538375854492,36.0046691894531,3,437,"South",3
5,-89.7194595336914,36.0046691894531,3,438,"South",3
5,-89.7137298583984,35.987476348877,3,439,"South",3
5,-89.6850814819336,35.9702911376953,3,440,"South",3
5,-89.6564407348633,35.9473724365234,3,441,"South",3
5,-89.6507034301758,35.9244537353516,3,442,"South",3
5,-89.6621704101562,35.9129943847656,3,443,"South",3
5,-89.7080078125,35.9072647094727,3,444,"South",3
5,-89.7366485595703,35.901538848877,3,445,"South",3
5,-89.7366485595703,35.8786201477051,3,446,"South",3
5,-89.7309188842773,35.8557014465332,3,447,"South",3
5,-89.7309188842773,35.8327827453613,3,448,"South",3
5,-89.7423782348633,35.8213195800781,3,449,"South",3
5,-89.7824859619141,35.8041305541992,3,450,"South",3
5,-89.799674987793,35.7926750183105,3,451,"South",3
5,-89.799674987793,35.7754859924316,3,452,"South",3
5,-89.8283233642578,35.7640266418457,3,453,"South",3
5,-89.9085388183594,35.7468376159668,3,454,"South",3
5,-89.9371871948242,35.7353782653809,3,455,"South",3
5,-89.9429168701172,35.706729888916,3,456,"South",3
5,-89.9371871948242,35.6895408630371,3,457,"South",3
5,-89.9142684936523,35.6666221618652,3,458,"South",3
5,-89.8741607666016,35.6666221618652,3,459,"South",3
5,-89.8627014160156,35.6551666259766,3,460,"South",3
5,-89.8684310913086,35.6437034606934,3,461,"South",3
5,-89.8970794677734,35.5978660583496,3,462,"South",3
5,-89.9028091430664,35.5749473571777,3,463,"South",3
5,-89.9085388183594,35.5520324707031,3,464,"South",3
5,-89.9085388183594,35.534839630127,3,465,"South",3
5,-89.9142684936523,35.5233840942383,3,466,"South",3
5,-89.9600982666016,35.5176544189453,3,467,"South",3
5,-89.983024597168,35.5176544189453,3,468,"South",3
5,-89.9944839477539,35.4947357177734,3,469,"South",3
5,-90.0116653442383,35.4374389648438,3,470,"South",3
5,-90.0288619995117,35.4202499389648,3,471,"South",3
5,-90.0460433959961,35.4087905883789,3,472,"South",3
5,-90.0689697265625,35.4145202636719,3,473,"South",3
5,-90.0804214477539,35.4259834289551,3,474,"South",3
5,-90.0861511230469,35.4718170166016,3,475,"South",3
5,-90.0976104736328,35.4775466918945,3,476,"South",3
5,-90.1205368041992,35.4718170166016,3,477,"South",3
5,-90.1262588500977,35.448902130127,3,478,"South",3
5,-90.1377182006836,35.4374389648438,3,479,"South",3
5,-90.16064453125,35.4259834289551,3,480,"South",3
5,-90.1835556030273,35.4145202636719,3,481,"South",3
5,-90.1892852783203,35.397331237793,3,482,"South",3
5,-90.1892852783203,35.3858757019043,3,483,"South",3
5,-90.1663665771484,35.3686828613281,3,484,"South",3
5,-90.1491775512695,35.3686828613281,3,485,"South",3
5,-90.1090774536133,35.397331237793,3,486,"South",3
5,-90.1033401489258,35.3686828613281,3,487,"South",3
5,-90.0918807983398,35.3629570007324,3,488,"South",3
5,-90.0976104736328,35.3457679748535,3,489,"South",3
5,-90.0976104736328,35.3056564331055,3,490,"South",3
5,-90.0861511230469,35.254093170166,3,491,"South",3
5,-90.0689697265625,35.2197151184082,3,492,"South",3
5,-90.057502746582,35.1967964172363,3,493,"South",3
5,-90.0689697265625,35.1796112060547,3,494,"South",3
5,-90.0746994018555,35.1624183654785,3,495,"South",3
5,-90.0632400512695,35.1395034790039,3,496,"South",3
5,-90.0861511230469,35.1108551025391,3,497,"South",3
5,-90.1033401489258,35.0879364013672,3,498,"South",3
5,-90.1205368041992,35.082202911377,3,499,"South",3
5,-90.1491775512695,35.082202911377,3,500,"South",3
5,-90.1778259277344,35.0879364013672,3,501,"South",3
5,-90.1950149536133,35.082202911377,3,502,"South",3
5,-90.2064743041992,35.0592842102051,3,503,"South",3
5,-90.2179336547852,35.0420989990234,3,504,"South",3
5,-90.2580413818359,35.0363693237305,3,505,"South",3
5,-90.2695007324219,35.0363693237305,3,506,"South",3
5,-90.2866897583008,35.0249099731445,3,507,"South",3
5,-90.2809600830078,34.996265411377,3,508,"South",3
